time	thread	event	node	message	data
21:49:14.639139	5237324	Stop	Calibration[C]	27	13
21:49:14.639156	5237324	Start	Propagating	41	0
21:49:14.640065	5237322	Stop	Calibration[A]	21	1
21:49:14.640071	5237322	Start	Calibration[A]	22	13
21:49:14.643482	5237326	Stop	Histo-generating	12	0
21:49:14.643515	5237326	Start	Histo-generating	13	0
21:49:14.650074	5237322	Stop	Calibration[A]	22	13
21:49:14.650083	5237322	Start	Calibration[A]	23	1
21:49:14.653521	5237326	Stop	Histo-generating	13	0
21:49:14.653528	5237326	Start	Histo-generating	14	0
21:49:14.660085	5237322	Stop	Calibration[A]	23	1
21:49:14.660090	5237322	Start	Calibration[A]	24	13
21:49:14.663530	5237326	Stop	Histo-generating	14	0
21:49:14.663534	5237326	Start	Histo-generating	15	0
21:49:14.670093	5237322	Stop	Calibration[A]	24	13
21:49:14.670107	5237322	Start	Calibration[A]	25	1
21:49:14.672109	5237325	Stop	Propagating	33	0
21:49:14.672191	5237325	Start	Propagating	42	0
21:49:14.673537	5237326	Stop	Histo-generating	15	0
21:49:14.673570	5237326	Start	Histo-generating	16	0
21:49:14.680109	5237322	Stop	Calibration[A]	25	1
21:49:14.680124	5237322	Start	Calibration[A]	26	13
21:49:14.683577	5237326	Stop	Histo-generating	16	0
21:49:14.683592	5237326	Start	Histo-generating	17	0
21:49:14.690130	5237322	Stop	Calibration[A]	26	13
21:49:14.690221	5237322	Start	Calibration[A]	27	1
21:49:14.693595	5237326	Stop	Histo-generating	17	0
21:49:14.693609	5237326	Start	Histo-generating	18	0
21:49:14.700234	5237322	Stop	Calibration[A]	27	1
21:49:14.700250	5237322	Start	Calibration[A]	28	13
21:49:14.703611	5237326	Stop	Histo-generating	18	0
21:49:14.703625	5237326	Start	Histo-generating	19	0
21:49:14.710254	5237322	Stop	Calibration[A]	28	13
21:49:14.710266	5237322	Start	Calibration[A]	29	1
21:49:14.713630	5237326	Stop	Histo-generating	19	0
21:49:14.713734	5237326	Start	Histo-generating	20	0
21:49:14.720268	5237322	Stop	Calibration[A]	29	1
21:49:14.720279	5237322	Start	Calibration[A]	30	13
21:49:14.723747	5237326	Stop	Histo-generating	20	0
21:49:14.723762	5237326	Start	Histo-generating	21	0
21:49:14.730281	5237322	Stop	Calibration[A]	30	13
21:49:14.730293	5237322	Start	Calibration[A]	31	1
21:49:14.733764	5237326	Stop	Histo-generating	21	0
21:49:14.733777	5237326	Start	Histo-generating	22	0
21:49:14.740295	5237322	Stop	Calibration[A]	31	1
21:49:14.740309	5237322	Start	Calibration[A]	32	13
21:49:14.743781	5237326	Stop	Histo-generating	22	0
21:49:14.743840	5237326	Start	Histo-generating	23	0
21:49:14.750311	5237322	Stop	Calibration[A]	32	13
21:49:14.750320	5237322	Start	Calibration[A]	33	1
21:49:14.753849	5237326	Stop	Histo-generating	23	0
21:49:14.753865	5237326	Start	Histo-generating	24	0
21:49:14.760322	5237322	Stop	Calibration[A]	33	1
21:49:14.760335	5237322	Start	Calibration[A]	34	13
21:49:14.763867	5237326	Stop	Histo-generating	24	0
21:49:14.763880	5237326	Start	Histo-generating	25	0
21:49:14.768845	5237321	Stop	Propagating	34	0
21:49:14.768859	5237321	Start	Propagating	43	0
21:49:14.769277	5237327	Stop	Propagating	35	0
21:49:14.769318	5237327	Start	Propagating	44	0
21:49:14.769551	5237328	Stop	Propagating	46	0
21:49:14.769565	5237328	Start	Propagating	45	0
21:49:14.769591	5237319	Stop	Propagating	36	0
21:49:14.770339	5237322	Stop	Calibration[A]	34	13
21:49:14.770400	5237322	Start	Calibration[A]	35	1
21:49:14.770469	5237319	Start	Calibration[C]	28	13
21:49:14.770719	5237312	Stop	Propagating	37	0
21:49:14.773882	5237326	Stop	Histo-generating	25	0
21:49:14.773902	5237326	Start	Histo-generating	26	0
21:49:14.778852	5237318	Stop	Propagating	38	0
21:49:14.780048	5237320	Stop	Propagating	39	0
21:49:14.780483	5237319	Stop	Calibration[C]	28	13
21:49:14.780498	5237319	Start	Calibration[B]	20	13
21:49:14.780758	5237322	Stop	Calibration[A]	35	1
21:49:14.780847	5237312	Start	Calibration[A]	36	1
21:49:14.783905	5237326	Stop	Histo-generating	26	0
21:49:14.783927	5237326	Start	Histo-generating	27	0
21:49:14.786270	5237323	Stop	Propagating	40	0
21:49:14.789158	5237324	Stop	Propagating	41	0
21:49:14.790500	5237319	Stop	Calibration[B]	20	13
21:49:14.790516	5237319	Start	Calibration[C]	29	13
21:49:14.790859	5237312	Stop	Calibration[A]	36	1
21:49:14.790875	5237312	Start	Calibration[B]	21	1
21:49:14.793933	5237326	Stop	Histo-generating	27	0
21:49:14.793952	5237326	Start	Histo-generating	28	0
21:49:14.800519	5237319	Stop	Calibration[C]	29	13
21:49:14.800540	5237319	Start	Calibration[A]	37	13
21:49:14.800877	5237312	Stop	Calibration[B]	21	1
21:49:14.800895	5237312	Start	Calibration[C]	30	1
21:49:14.803954	5237326	Stop	Histo-generating	28	0
21:49:14.803976	5237326	Start	Histo-generating	29	0
21:49:14.810542	5237319	Stop	Calibration[A]	37	13
21:49:14.810564	5237319	Start	Calibration[A]	38	13
21:49:14.810898	5237312	Stop	Calibration[C]	30	1
21:49:14.810915	5237312	Start	Calibration[B]	22	1
21:49:14.813979	5237326	Stop	Histo-generating	29	0
21:49:14.813998	5237326	Start	Histo-generating	30	0
21:49:14.820570	5237319	Stop	Calibration[A]	38	13
21:49:14.820581	5237319	Start	Calibration[C]	31	13
21:49:14.820917	5237312	Stop	Calibration[B]	22	1
21:49:14.820933	5237312	Start	Calibration[A]	39	1
21:49:14.822201	5237325	Stop	Propagating	42	0
21:49:14.824000	5237326	Stop	Histo-generating	30	0
21:49:14.824015	5237326	Start	Histo-generating	31	0
21:49:14.830587	5237319	Stop	Calibration[C]	31	13
21:49:14.830601	5237319	Start	Calibration[B]	23	13
21:49:14.830936	5237312	Stop	Calibration[A]	39	1
21:49:14.830964	5237312	Start	Calibration[C]	32	1
21:49:14.834017	5237326	Stop	Histo-generating	31	0
21:49:14.834036	5237326	Start	Histo-generating	32	0
21:49:14.840604	5237319	Stop	Calibration[B]	23	13
21:49:14.840620	5237319	Start	Calibration[A]	40	13
21:49:14.840967	5237312	Stop	Calibration[C]	32	1
21:49:14.840976	5237312	Start	Calibration[B]	24	1
21:49:14.844039	5237326	Stop	Histo-generating	32	0
21:49:14.844056	5237326	Start	Histo-generating	33	0
21:49:14.850622	5237319	Stop	Calibration[A]	40	13
21:49:14.850641	5237319	Start	Calibration[C]	33	13
21:49:14.850979	5237312	Stop	Calibration[B]	24	1
21:49:14.851002	5237312	Start	Calibration[A]	41	1
21:49:14.854058	5237326	Stop	Histo-generating	33	0
21:49:14.854076	5237326	Start	Histo-generating	34	0
21:49:14.860644	5237319	Stop	Calibration[C]	33	13
21:49:14.860662	5237319	Start	Calibration[B]	25	13
21:49:14.861005	5237312	Stop	Calibration[A]	41	1
21:49:14.861027	5237312	Start	Calibration[C]	34	1
21:49:14.864078	5237326	Stop	Histo-generating	34	0
21:49:14.864098	5237326	Start	Histo-generating	35	0
21:49:14.870665	5237319	Stop	Calibration[B]	25	13
21:49:14.870684	5237319	Start	Calibration[A]	42	13
21:49:14.871029	5237312	Stop	Calibration[C]	34	1
21:49:14.871048	5237312	Start	Calibration[B]	26	1
21:49:14.874104	5237326	Stop	Histo-generating	35	0
21:49:14.874125	5237326	Start	Histo-generating	36	0
21:49:14.880688	5237319	Stop	Calibration[A]	42	13
21:49:14.880713	5237319	Start	Calibration[C]	35	13
21:49:14.881050	5237312	Stop	Calibration[B]	26	1
21:49:14.881059	5237312	Start	Calibration[A]	43	1
21:49:14.884129	5237326	Stop	Histo-generating	36	0
21:49:14.884145	5237326	Start	Histo-generating	37	0
21:49:14.890716	5237319	Stop	Calibration[C]	35	13
21:49:14.890730	5237319	Start	Calibration[B]	27	13
21:49:14.891061	5237312	Stop	Calibration[A]	43	1
21:49:14.891070	5237312	Start	Calibration[C]	36	1
21:49:14.894148	5237326	Stop	Histo-generating	37	0
21:49:14.894163	5237326	Start	Histo-generating	38	0
21:49:14.900732	5237319	Stop	Calibration[B]	27	13
21:49:14.900752	5237319	Start	Calibration[A]	44	13
21:49:14.901072	5237312	Stop	Calibration[C]	36	1
21:49:14.901088	5237312	Start	Calibration[B]	28	1
21:49:14.904168	5237326	Stop	Histo-generating	38	0
21:49:14.904179	5237326	Start	Histo-generating	39	0
21:49:14.910754	5237319	Stop	Calibration[A]	44	13
21:49:14.910775	5237319	Start	Calibration[C]	37	13
21:49:14.911090	5237312	Stop	Calibration[B]	28	1
21:49:14.911118	5237312	Start	Calibration[A]	45	1
21:49:14.914181	5237326	Stop	Histo-generating	39	0
21:49:14.914196	5237326	Start	Histo-generating	40	0
21:49:14.918862	5237321	Stop	Propagating	43	0
21:49:14.919320	5237327	Stop	Propagating	44	0
21:49:14.919567	5237328	Stop	Propagating	45	0
21:49:14.920777	5237319	Stop	Calibration[C]	37	13
21:49:14.920790	5237319	Start	Calibration[B]	29	13
21:49:14.921121	5237312	Stop	Calibration[A]	45	1
21:49:14.921144	5237312	Start	Calibration[C]	38	1
21:49:14.924199	5237326	Stop	Histo-generating	40	0
21:49:14.924215	5237326	Start	Histo-generating	41	0
21:49:14.930792	5237319	Stop	Calibration[B]	29	13
21:49:14.930810	5237319	Start	Calibration[A]	46	13
21:49:14.931146	5237312	Stop	Calibration[C]	38	1
21:49:14.931162	5237312	Start	Calibration[B]	30	1
21:49:14.934217	5237326	Stop	Histo-generating	41	0
21:49:14.934234	5237326	Start	Histo-generating	42	0
21:49:14.940812	5237319	Stop	Calibration[A]	46	13
21:49:14.940829	5237319	Start	Calibration[C]	39	13
21:49:14.941164	5237312	Stop	Calibration[B]	30	1
21:49:14.941178	5237312	Start	Calibration[A]	47	1
21:49:14.944236	5237326	Stop	Histo-generating	42	0
21:49:14.944244	5237326	Start	Histo-generating	43	0
21:49:14.950831	5237319	Stop	Calibration[C]	39	13
21:49:14.950841	5237319	Start	Calibration[B]	31	13
21:49:14.951180	5237312	Stop	Calibration[A]	47	1
21:49:14.951191	5237312	Start	Calibration[C]	40	1
21:49:14.954246	5237326	Stop	Histo-generating	43	0
21:49:14.954255	5237326	Start	Histo-generating	44	0
21:49:14.960844	5237319	Stop	Calibration[B]	31	13
21:49:14.960856	5237319	Start	Calibration[A]	48	13
21:49:14.961194	5237312	Stop	Calibration[C]	40	1
21:49:14.961210	5237312	Start	Calibration[B]	32	1
21:49:14.964257	5237326	Stop	Histo-generating	44	0
21:49:14.964269	5237326	Start	Histo-generating	45	0
21:49:14.970858	5237319	Stop	Calibration[A]	48	13
21:49:14.970871	5237319	Start	Calibration[C]	41	13
21:49:14.971216	5237312	Stop	Calibration[B]	32	1
21:49:14.971228	5237312	Start	Calibration[A]	49	1
21:49:14.974272	5237326	Stop	Histo-generating	45	0
21:49:14.974288	5237326	Start	Histo-generating	46	0
21:49:14.980873	5237319	Stop	Calibration[C]	41	13
21:49:14.980889	5237319	Start	Calibration[B]	33	13
21:49:14.981231	5237312	Stop	Calibration[A]	49	1
21:49:14.981243	5237312	Start	Calibration[C]	42	1
21:49:14.984290	5237326	Stop	Histo-generating	46	0
21:49:14.984305	5237326	Start	Histo-generating	47	0
21:49:14.990891	5237319	Stop	Calibration[B]	33	13
21:49:14.990906	5237319	Start	Calibration[A]	50	13
21:49:14.991245	5237312	Stop	Calibration[C]	42	1
21:49:14.991257	5237312	Start	Calibration[B]	34	1
21:49:14.994307	5237326	Stop	Histo-generating	47	0
21:49:14.994323	5237326	Start	Histo-generating	48	0
21:49:15.000908	5237319	Stop	Calibration[A]	50	13
21:49:15.000925	5237319	Start	Calibration[C]	43	13
21:49:15.001259	5237312	Stop	Calibration[B]	34	1
21:49:15.001271	5237312	Start	Calibration[B]	35	1
21:49:15.004325	5237326	Stop	Histo-generating	48	0
21:49:15.004333	5237326	Start	Histo-generating	49	0
21:49:15.010928	5237319	Stop	Calibration[C]	43	13
21:49:15.010938	5237319	Start	Calibration[C]	44	13
21:49:15.011274	5237312	Stop	Calibration[B]	35	1
21:49:15.011290	5237312	Start	Calibration[B]	36	1
21:49:15.014336	5237326	Stop	Histo-generating	49	0
21:49:15.014354	5237326	Start	Histo-generating	50	0
21:49:15.020940	5237319	Stop	Calibration[C]	44	13
21:49:15.020953	5237319	Start	Calibration[C]	45	13
21:49:15.021292	5237312	Stop	Calibration[B]	36	1
21:49:15.021301	5237312	Start	Calibration[B]	37	1
21:49:15.024356	5237326	Stop	Histo-generating	50	0
21:49:15.030955	5237319	Stop	Calibration[C]	45	13
21:49:15.030965	5237319	Start	Calibration[C]	46	13
21:49:15.031310	5237312	Stop	Calibration[B]	37	1
21:49:15.031318	5237312	Start	Calibration[B]	38	1
21:49:15.040967	5237319	Stop	Calibration[C]	46	13
21:49:15.040978	5237319	Start	Calibration[C]	47	13
21:49:15.041320	5237312	Stop	Calibration[B]	38	1
21:49:15.050980	5237319	Stop	Calibration[C]	47	13
21:49:15.050990	5237319	Start	Calibration[C]	48	1
21:49:15.060992	5237319	Stop	Calibration[C]	48	1
21:49:15.061003	5237319	Start	Calibration[C]	49	13
21:49:15.061014	5237312	Start	Calibration[B]	39	1
21:49:15.071018	5237319	Stop	Calibration[C]	49	13
21:49:15.071031	5237319	Start	Calibration[C]	50	13
21:49:15.071060	5237312	Stop	Calibration[B]	39	1
21:49:15.071066	5237312	Start	Calibration[B]	40	1
21:49:15.081033	5237319	Stop	Calibration[C]	50	13
21:49:15.081069	5237312	Stop	Calibration[B]	40	1
21:49:15.081072	5237312	Start	Calibration[B]	41	13
21:49:15.091074	5237312	Stop	Calibration[B]	41	13
21:49:15.091087	5237312	Start	Calibration[B]	42	1
21:49:15.101089	5237312	Stop	Calibration[B]	42	1
21:49:15.101101	5237312	Start	Calibration[B]	43	13
21:49:15.111106	5237312	Stop	Calibration[B]	43	13
21:49:15.111125	5237312	Start	Calibration[B]	44	1
21:49:15.121127	5237312	Stop	Calibration[B]	44	1
21:49:15.121142	5237312	Start	Calibration[B]	45	13
21:49:15.131144	5237312	Stop	Calibration[B]	45	13
21:49:15.131162	5237312	Start	Calibration[B]	46	1
21:49:15.141164	5237312	Stop	Calibration[B]	46	1
21:49:15.141184	5237312	Start	Calibration[B]	47	13
21:49:15.151193	5237312	Stop	Calibration[B]	47	13
21:49:15.151203	5237312	Start	Calibration[B]	48	1
21:49:15.161205	5237312	Stop	Calibration[B]	48	1
21:49:15.161211	5237312	Start	Calibration[B]	49	13
21:49:15.171213	5237312	Stop	Calibration[B]	49	13
21:49:15.171222	5237312	Start	Calibration[B]	50	1
21:49:15.181223	5237312	Stop	Calibration[B]	50	1
